verb	label	sentence	start_char	end_char
runs	DYNAMIC	A leader, typically an older member with a more extensive criminal background, runs each set.	79	82
called	STATIVE	"The majority of set members are called ""soldiers,"" who are typically between the ages of 16 and 22."	32	37
identify	STATIVE	Associates are not full members, but they identify with the gang and take part in various criminal activities.	42	49
influenced	DYNAMIC	Recruitment is often influenced by a recruitee's environment.	21	30
offers	STATIVE	Gang membership offers youth a sense of belonging and protection.	16	21
offers	STATIVE	It also offers immediate gratification to economically disadvantaged youth who desire the trappings of gang life: gold jewelry, cash, expensive sports clothing.	8	13
survived	STATIVE	The ranks do not signify leadership or dominance over the set, they merely signify respect for those who have been in the set longer and have survived the longest.	142	149
referred	DYNAMIC	"Bloods with higher rank are often referred to as ""Big Homies"" by Bloods with lower rank."	34	41
refer	DYNAMIC	"They also refer to each other as ""relatives""."	10	14
refer	DYNAMIC	Bloods members commonly refer to themselves as CKs (an initialism of Crip-Killer), MOBs (an initialism of Member of Bloods), dawgs, or ballers (meaning drug dealers).	24	28
identify	STATIVE	Bloods members identify themselves through various gang indicators such as colors, clothing, symbols, tattoos, jewelry, graffiti, language, and hand signs.	15	22
show	STATIVE	They like to wear sports clothing, including team jackets that show their gang color.	63	66
created	STATIVE	These symbols are meant to show the Bloods’ affiliation with the People Nation, a large coalition of affiliates created to protect alliance members within the federal and state prison systems.	112	118
involved	DYNAMIC	Such graffiti can include gang names, nicknames, declaration of loyalty, threats against rival gangs, or a description of criminal acts in which the gang has been involved.	163	171
refers	STATIVE	Bloods graffiti might also include the word “Piru” which refers to the fact that the first known Bloods gang was formed by individuals from Piru Street in Compton, California.	57	62
attributed	STATIVE	"Buddhism is a nontheistic religion that encompasses a variety of traditions, beliefs and practices largely based on teachings attributed to Siddhartha Gautama, who is commonly known as the Buddha, meaning ""the awakened one""."	126	135
develops	DYNAMIC	In awakening to the true nature of the self and all phenomena one develops dispassion for the objects of clinging, and is liberated from suffering (dukkha) and the cycle of incessant rebirths (saṃsāra).	66	73
consider	STATIVE	Buddhists do not consider Siddhartha Gautama to have been the only Buddha.	17	24
named	STATIVE	A common Theravada and Mahayana Buddhist belief is that the next Buddha will be one named Maitreya (Pali: Metteyya).	84	88
written	STATIVE	Buddhist scriptures are mainly written in Pāli, Tibetan, Mongolian, and Chinese.	31	37
referred	STATIVE	Unlike many religions, Buddhism has no single central text that is universally referred to by all traditions.	79	86
referred	DYNAMIC	However, some scholars have referred to the Vinaya Pitaka and the first four Nikayas of the Sutta Pitaka as the common core of all Buddhist traditions.	28	35
accepted	STATIVE	Other scholars say there is no universally accepted common core.	43	50
championed	DYNAMIC	Later in Sri Lanka, the Dhammapada was championed as a unifying scripture.	39	48
divides	DYNAMIC	An alternative scheme used by some scholars divides Buddhism into the following three traditions or geographical or cultural areas: Theravada, East Asian Buddhism and Tibetan Buddhism.	44	50
accept	STATIVE	*Both accept the Buddha as their teacher.	6	11
accept	STATIVE	*Both accept the Middle way, dependent origination, the Four Noble Truths, the Noble Eightfold Path and the Three marks of existence.	6	11
accept	STATIVE	*Both accept that members of the laity and of the sangha can pursue the path toward enlightenment (bodhi).	6	11
consider	STATIVE	*Both consider buddhahood the highest attainment.	6	13
nailed	DYNAMIC	A thinner sheet of plywood is nailed on as the sixth side, and acts as the striking surface or head.	30	35
left	STATIVE	The top edges are often left unattached and can be slapped against the box.	24	27
sits	DYNAMIC	The player sits astride the box, tilting it at an angle while striking the head between his knees.	11	14
spread	DYNAMIC	After slavery the cajón was spread to a much larger audience including Criollos.	28	33
adapted	DYNAMIC	These instruments were adapted by Peruvian slaves from the Spanish shipping crates at their disposal.	23	29
states	STATIVE	Another theory states that slaves simply used boxes as musical instruments to subvert Spanish colonial bans on music in predominantly African areas; In this way, cajones could easily be disguised as seats or stools, thus avoiding identification as musical instruments.	15	20
is	DYNAMIC	In all likelihood it is a combination of these factors - African origins and Spanish suppression of slave music - that led to the cajón's creation.	21	22
enables	DYNAMIC	This enables the player to beat it just like a pedal-bass-drum, but it also restricts the player's standard position.	5	11
referring	STATIVE	Many states have what are termed capitalist mixed economies, referring to a mix between planned and market-driven elements.	61	69
corrupted	STATIVE	Crony capitalism is an economic system corrupted by a close relationship between businesses and government officials.	39	47
associate	DYNAMIC	Critics of capitalism variously associate it with economic instability, an inability to provide for the well-being of all people, and an unsustainable danger to the natural environment.	32	40
traced	DYNAMIC	However, capitalism in its modern form is usually traced to the emergence of agrarian capitalism and mercantilism of the Early Modern era.	50	55
employed	DYNAMIC	Instead of a serf-based system of labor, workers were increasingly being employed as part of a broader and expanding money economy.	73	80
held	DYNAMIC	The economic doctrine that held sway between the sixteenth and eighteenth centuries is commonly described as mercantilism.	27	30
have	DYNAMIC	Mercantilists argued that a state should export more goods than it imported so that foreigners would have to pay the difference in precious metals.	101	104
characterized	STATIVE	These companies were characterized by their colonial and expansionary powers given to them by nation-states.	21	33
invested	DYNAMIC	During this era, merchants, who had traded under the previous stage of mercantilism, invested capital in the East India Companies and other colonies, seeking a return on investment.	85	92
embraced	STATIVE	Britain also abandoned its protectionist policy, as embraced by mercantilism.	52	59
shaped	STATIVE	Globalization in this period was decisively shaped by nineteenth-century imperialism.	44	49
incorporated	DYNAMIC	It was in this period that areas of sub-Saharan Africa and the Pacific islands were incorporated into the world system.	84	95
allowed	DYNAMIC	New technologies, such as the telegraph, the transatlantic cable, the Radiotelephone, the steamship and railway allowed goods and information to move around the world at an unprecedented degree.	112	118
following	STATIVE	In the period following the global depression of the 1930s, the state played an increasingly prominent role in the capitalistic system throughout much of the world.	14	22
influenced	STATIVE	The post war era was greatly influenced by Keynesian economic stabilization policies.	29	38
called	STATIVE	"Public and political interest began shifting away from the so-called collectivist concerns of Keynes's managed capitalism to a focus on individual choice, called ""remarketized capitalism."""	155	160
distinguish	STATIVE	The extent to which the price mechanism is used, the degree of competitiveness, the balance between the public sector and the private sector, and the extent of government intervention in markets are the factors which distinguish several forms of capitalism in the modern world.	217	227
continue	STATIVE	In mixed economies, which are almost universal today, markets continue to play a dominant role but are regulated to some extent by government in order to correct market failures, promote social welfare, conserve natural resources, fund defense and public safety or for other reasons.	62	69
contrasted	DYNAMIC	Capitalism and capitalist economics is often contrasted with socialism, though the meaning of the word socialism has changed over time.	45	54
serves	DYNAMIC	Money is primarily a standardized medium of exchange, and final means of payment, that serves to measure the value of all goods and commodities in a standard of value.	87	92
called	STATIVE	In Marxian economic theory, this dynamic is called the law of value.	44	49
called	STATIVE	In Marxian economics these owners of the means of production and suppliers of capital are generally called capitalists.	100	105
referring	STATIVE	The description of the role of the capitalist has shifted, first referring to a useless intermediary between producers to an employer of producers, and eventually came to refer to owners of the means of production.	65	73
adapted	STATIVE	Cats are similar in anatomy to the other felids, with strong, flexible bodies, quick reflexes, sharp retractable claws, and teeth adapted to killing small prey.	130	136
descended	STATIVE	A genetic study in 2007 concluded that domestic cats are descended from African wildcats (Felis silvestris lybica) c. 8000 BC, in West Asia.	57	65
found	STATIVE	Cats are the most popular pet in the world, and are now found in almost every place where humans live.	56	60
referred	STATIVE	"Although spayed females have no commonly used name, in some rare instances immature or spayed females are referred to as a ""molly""."	106	113
recorded	STATIVE	A pedigreed cat is one whose ancestry is recorded by a cat fancier organization.	41	48
found	STATIVE	Members of the genus are found worldwide and include the jungle cat (Felis chaus) of southeast Asia, European wildcat (F. silvestris silvestris), African wildcat (F. s. lybica), the Chinese mountain cat (F. bieti), and the Arabian sand cat (F. margarita), among others.	25	29
classified	STATIVE	the Chinese mountain cat is sometimes classified (under the name Felis silvestris bieti) as a subspecies of the wildcat, like the North African variety F. s. lybica.	38	47
poses	STATIVE	This hybridization poses a danger to the genetic distinctiveness of wildcat populations, particularly in Scotland and Hungary, and possibly also the Iberian Peninsula.	19	23
classified	DYNAMIC	The domestic cat was first classified as Felis catus by Carolus Linnaeus in the tenth edition of his Systema Naturae in 1758.	27	36
called	DYNAMIC	This has resulted in mixed usage of the terms, as the domestic cat can be called by its subspecies name, Felis silvestris catus.	74	79
referred	DYNAMIC	Wildcats have also been referred to as various subspecies of F. catus, but in 2003 the International Commission on Zoological Nomenclature fixed the name for wildcats as F. silvestris.	24	31
following	DYNAMIC	The most common name in use for the domestic cat remains F. catus, following a convention for domesticated animals of using the earliest (the senior) synonym proposed.	67	75
distinguishing	STATIVE	This limited evolution during domestication means that domestic cats tend to interbreed freely with wild relatives, distinguishing them from other domesticated animals.	116	129
classified	DYNAMIC	There is a population of Transcaucasian Black feral cats once classified as Felis daemon (Satunin, 1904), but now this population is considered to be a part of domestic cat.	62	71
allows	STATIVE	The high level of similarity among the metabolisms of mammals allows many of these feline diseases to be diagnosed using genetic tests that were originally developed for use in humans, as well as the use of cats as animal models in the study of the human diseases.	62	67
weighed	STATIVE	The smallest adult cat ever officially recorded weighed around .	48	54
do	STATIVE	Cats have seven cervical vertebrae as do almost all mammals; 13 thoracic vertebrae (humans have 12); seven lumbar vertebrae (humans have five); three sacral vertebrae like most mammals (humans have five because of their bipedal posture); and a variable number of caudal vertebrae in the tail (humans retain three to five caudal vertebrae, fused into an internal coccyx).	38	39
account	STATIVE	The extra lumbar and thoracic vertebrae account for the cat's spinal mobility and flexibility.	40	46
making	STATIVE	They walk directly on their toes, with the bones of their feet making up the lower part of the visible leg.	63	68
shared	STATIVE	This trait is shared with camels and giraffes.	14	19
extend	DYNAMIC	Cats can voluntarily extend their claws on one or more paws.	21	26
extend	DYNAMIC	They may extend their claws in hunting or self-defense, climbing, kneading, or for extra traction on soft surfaces.	9	14
appears	STATIVE	"More proximally, there is a protrusion which appears to be a sixth ""finger""."	45	51
found	STATIVE	This special feature of the front paws, on the inside of the wrists, is the carpal pad, also found on the paws of big cats and of dogs.	93	97
studies	STATIVE	Chemistry is a branch of physical science that studies the composition, structure, properties and change of matter.	47	53
studies	STATIVE	As such, chemistry studies the involvement of electrons and various forms of energy in photochemical reactions, oxidation-reduction reactions, changes in phases of matter, and separation of mixtures.	19	25
considered	DYNAMIC	Preparation and properties of complex substances, such as alloys, polymers, biological molecules, and pharmaceutical agents are considered in specialized fields of chemistry.	128	137
called	DYNAMIC	Chemistry is sometimes called the central science because it bridges other natural sciences like physics, geology and biology.	23	28
been	DYNAMIC	The etymology of the word chemistry has been much disputed.	40	43
traced	DYNAMIC	The history of chemistry can be traced to certain practices, known as alchemy, which had been practiced for several millennia in various parts of the world.	32	37
comes	STATIVE	The word chemistry comes from the word alchemy, an earlier set of practices that encompassed elements of chemistry, metallurgy, philosophy, astrology, astronomy, mysticism and medicine; it is commonly thought of as the quest to turn lead or another common starting material into gold.	19	23
called	STATIVE	"An alchemist was called a 'chemist' in popular speech, and later the suffix ""-ry"" was added to this to describe the art of the chemist as ""chemistry""."	17	22
derived	STATIVE	The word alchemy in turn is derived from the Arabic word al-kīmīā (الکیمیاء).	28	34
borrowed	STATIVE	In origin, the term is borrowed from the Greek χημία or χημεία.	23	30
derived	STATIVE	Many believe that al-kīmīā is derived from the Greek χημία, which is in turn derived from the word Chemi or Kimi, which is the ancient name of Egypt in Egyptian.	30	36
derived	STATIVE	"Alternately, al-kīmīā may be derived from χημεία, meaning ""cast together""."	29	35
composed	STATIVE	English scientist John Dalton proposed the modern theory of atoms; that all substances are composed of indivisible 'atoms' of matter and that different atoms have varying atomic weights.	91	98
called	DYNAMIC	The inert gases, later called the noble gases were discovered by William Ramsay in collaboration with Lord Rayleigh at the end of the century, thereby filling in the basic structure of the table.	23	28
following	STATIVE	Organic chemistry was developed by Justus von Liebig and others, following Friedrich Wöhler's synthesis of urea which proved that living organisms were, in theory, reducible to chemistry.	65	73
understood	DYNAMIC	At the turn of the twentieth century the theoretical underpinnings of chemistry were finally understood due to a series of remarkable discoveries that succeeded in probing and discovering the very nature of the internal structure of atoms.	93	102
investigated	DYNAMIC	In 1897, J. J. Thomson of Cambridge University discovered the electron and soon after the French scientist Becquerel as well as the couple Pierre and Marie Curie investigated the phenomenon of radioactivity.	162	173
classified	DYNAMIC	In a series of pioneering scattering experiments Ernest Rutherford at the University of Manchester discovered the internal structure of the atom and the existence of the proton, classified and explained the different types of radioactivity and successfully transmuted the first element by bombarding nitrogen with alpha particles.	178	187
called	STATIVE	A body of singers who perform together as a group is called a choir or chorus.	53	58
called	STATIVE	"Singing without accompaniment is called a cappella singing (although the American Choral Directors Association discourages this usage in favor of ""unaccompanied,"" since a cappella denotes singing ""as in the chapel"" and much unaccompanied music today is secular)."	33	38
planned	STATIVE	Accompanying instruments vary widely, from only one to a full orchestra; for rehearsals a piano or organ accompaniment is often used, even if a different instrumentation is planned for performance, or if the choir is rehearsing unaccompanied music.	173	179
allow	DYNAMIC	In smaller choirs with fewer men, SAB, or Soprano, Alto, and Baritone arrangements allow the few men to share the role of both the tenor and bass in a single part.	83	87
called	DYNAMIC	* Male choirs, with the same SATB voicing as mixed choirs, but with boys singing the upper part (often called trebles or boy sopranos) and men singing alto (in falsetto), also known as countertenors.	103	108
called	STATIVE	The clavichord produces sound by striking brass or iron strings with small metal blades called tangents.	88	93
derived	STATIVE	"The name is derived from the Latin word clavis, meaning ""key"" (associated with more common clavus, meaning ""nail, rod, etc."")"	12	18
dated	STATIVE	One of the earliest references to the clavichord in England occurs in the privy-purse expenses of Elizabeth of York, queen of Henry VII, in an entry dated August 1502:	149	153
featured	DYNAMIC	"Amos also featured her use of the Clavinet on her 2004 recording ""Not David Bowie"", released as part of her 2006 box set, A Piano: The Collection."	10	17
arranged	STATIVE	The strings, which are usually of brass, or else a combination of brass and iron, are usually arranged in pairs, like a lute or mandolin.	94	101
held	STATIVE	Unlike in a piano action, the tangent does not rebound from the string; rather, it stays in contact with the string as long as the key is held, acting as both the nut and as the initiator of sound.	138	142
referred	DYNAMIC	Because of this intimate contact between the player's hand and the production of sound, the clavichord has been referred to as the most intimate of keyboard instruments.	112	119
called	STATIVE	This is called fretting.	8	13
going	STATIVE	Early clavichords frequently had many notes played on each string, even going so far as the keyed monochord &mdash; an instrument with only one string—though most clavichords were triple- or double-fretted.	72	76
affects	STATIVE	Color blindness affects a significant percentage of the population.	16	22
perceive	DYNAMIC	The most usual cause is a fault in the development of one or more sets of retinal cones that perceive color in light and transmit that information to the optic nerve.	93	100
carried	STATIVE	The genes that produce photopigments are carried on the X chromosome; if some of these genes are missing or damaged, color blindness will be expressed in males with a higher probability than in females because males only have one X chromosome (in females, a functional gene on only one of the two X chromosomes is sufficient to yield the needed photopigments).	41	47
suffer	STATIVE	For example, people with achromatopsia suffer from a completely different disorder, but are nevertheless unable to see colors.	39	44
called	DYNAMIC	Because of Dalton's work, the general condition has been called daltonism, although in English this term is now used more narrowly for deuteranopia alone.	57	62
classified	DYNAMIC	Color blindness is usually classified as a mild disability, however there are occasional circumstances where it can give an advantage.	27	36
affects	STATIVE	Color blindness affects a large number of individuals, with protanopia and deuteranopia being the most common types.	16	22
called	DYNAMIC	These receptors are often called S cones, M cones, and L cones, for short, medium, and long wavelength; but they are also often referred to as blue cones, green cones, and red cones, respectively.	26	31
is	DYNAMIC	"Although these receptors are often referred to as ""blue, green, and red"" receptors, this terminology is inaccurate."	101	102
making	STATIVE	Many of the genes involved in color vision are on the X chromosome, making color blindness much more common in males than in females because males only have one X chromosome, while females have two.	68	73
provides	STATIVE	Because this is an X-linked trait, an estimated 2–3% of women have a 4th color cone and can be considered tetrachromats, although it is not clear that this provides an advantage in color discrimination.	156	163
classified	DYNAMIC	Color vision deficiencies can be classified as acquired or inherited.	33	42
were	DYNAMIC	"**Monochromacy, also known as ""total color blindness"", is the lack of ability to distinguish colors (and thus the person views everything as if it were on a black and white television); caused by cone defect or absence."	147	150
accompanied	STATIVE	***Cone monochromacy is a rare total color blindness that is accompanied by relatively normal vision, electroretinogram, and electrooculogram.	61	71
reduced	STATIVE	Dichromacy occurs when one of the cone pigments is missing and color is reduced to two dimensions.	72	78
perceive	DYNAMIC	It is a form of dichromatism in which the subject can only perceive light wavelengths from 400 to 650 nm, instead of the usual 700 nm.	59	66
permit	DYNAMIC	Some looser confederations are similar to intergovernmental organizations and even may permit secession from the confederation.	87	92
called	DYNAMIC	"For example, C. E. Lagasse declared that Belgium was ""near the political system of a Confederation"" regarding the agreements between Belgian regions and communities, while Centre de recherche et d'information socio-politiques (CRISP) director Vincent de Coorebyter called Belgium ""undoubtedly a federation...[with] some aspects of a confederation"" in Le Soir."	265	270
dominates	STATIVE	Also for fiscal policy and public finances, the federal state dominates the other levels of government.	62	70
appear	STATIVE	The limited confederal aspects appear to be a meager political reflection of the profound sociological, cultural and economic differences between Flemings and Walloons (or French-speaking Belgians).	31	36
makes	STATIVE	This makes Belgium fundamentally different from federal countries like Switzerland, Canada, Germany and Australia.	5	9
bear	STATIVE	"However, it does bear some resemblance to both a confederation (or ""new"" type of confederation) and a federation."	17	20
enable	STATIVE	The EU operates common economic policies with hundreds of common laws, which enable a single economic market, open internal borders, a common currency and allow for numerous other areas where powers have been transferred and directly applicable laws are made.	77	82
accounted	STATIVE	Furthermore, laws sometimes must be transcribed into national law by national parliaments; decisions by member states are taken by special majorities with blocking minorities accounted for; and treaty amendment requires ratification by every member state before it can come into force.	175	183
discuss	DYNAMIC	However, academic observers more usually discuss the EU in the terms of it being a federation.	41	47
see	STATIVE	Jean-Michel Josselin and Alain Marciano see the European Court of Justice as being a primary force behind building a federal legal order in the Union[http://www.springerlink.com/content/f3vw032557232l64/ How the [ECJ] court made a federation of the EU] Josselin (U de Rennes-1/CREM) and Marciano (U de Reims CA/CNRS).	40	42
stating	DYNAMIC	"with Josselin stating that a ""complete shift from a confederation to a federation would have required to straightforwardly replace the principality of the member states vis-à-vis the Union by that of the European citizens...As a consequence, both confederate and federate features coexist in the judicial landscape""."	14	20
claim	STATIVE	"Thomas Risse and Tanja A. Börzel claim that the ""EU only lacks two significant features of a federation."	33	37
provide	STATIVE	They may also provide additional protection for those most vulnerable in society.	14	20
defined	STATIVE	A consumer is defined as someone who acquires goods or services for direct use or ownership rather than for resale or use in production and manufacturing.	14	20
affects	DYNAMIC	When issuing public warnings about products and services, the issuing authority has to take into account that this affects the supplier's constitutionally protected economic liberty, see Bundesverwaltungsgericht (Federal Administrative Court) Case 3 C 34.84, 71 BVerwGE 183).	115	121
influenced	STATIVE	Modern Taiwanese law has been heavily influenced by European civil law systems, particularly German and Swiss law.	38	47
serves	STATIVE	The Consumer Protection Commission of Executive Yuan serves as an ombudsman supervising, coordinating, reporting any unsafe products/services and periodically reviewing the legislation.	53	58
complain	STATIVE	However, consumers cannot directly complain to the OFT.	35	42
investigated	DYNAMIC	Due to restrictions within the Enterprise Act 2002, individual complainants are unable to be told whether their case is being investigated or not.	126	137
preferring	DYNAMIC	The OFT rarely prosecute companies, however, preferring a light touch regulation approach.	45	54
leads	STATIVE	This leads to a problem in that these examples of legislation are clearly designed to deal with individual complaints but the OFT will only deal with systemic complaints and will ignore individual complainants redirecting them back to Consumer Direct.	5	9
acts	STATIVE	The Office of Fair Trading also acts as the UK's official consumer and competition watchdog, with a remit to make markets work well for consumers, and at a local, municipal level by Trading Standards departments.	32	35
appears	DYNAMIC	CDCA auto repair notice.jpg|thumb|Consumer protection laws often mandate the posting of notices, such as this one which appears in all automotive repair shops in California	120	126
devoted	STATIVE	Also, the majority of states have a Department of Consumer Affairs devoted to regulating certain industries and protecting consumers who use goods and services from those industries.	67	73
encourages	DYNAMIC	In addition, California encourages its consumers to act as private attorneys general through the liberal provisions of its Consumers Legal Remedies Act,	24	33
written	STATIVE	For example Florida, Delaware and Minnesota have legislated requirements that contracts be written at reasonable readability levels as a large proportion of contracts cannot be understood by most consumers who sign them.	91	97
classified	STATIVE	They are a prominent modern member of the subfamily Bovinae, are the most widespread species of the genus Bos, and are most commonly classified collectively as Bos taurus.	133	142
leading	STATIVE	Hybrids such as the beefalo breed can even occur between taurine cattle and either species of bison, leading some authors to consider them part of the genus Bos, as well.	101	107
ranged	STATIVE	The aurochs originally ranged throughout Europe, North Africa, and much of Asia.	23	28
originate	DYNAMIC	Cattle did not originate as the term for bovine animals.	15	23
opposed	STATIVE	It was borrowed from Anglo-Norman xno, itself from Latin la, head, and originally meant movable personal property, especially livestock of any kind, as opposed to real property (the land, which also included wild or small free-roaming animals such as chickens — they were sold as part of the land).	152	158
refer	STATIVE	Wild cattle may refer to feral cattle or to undomesticated species of the genus Bos.	16	20
called	STATIVE	"* An ""intact"" (i.e., not castrated) adult male is called a bull."	50	55
called	STATIVE	"An unbranded bovine of either sex is called a ""maverick"" in the USA and Canada."	37	42
had	DYNAMIC	* An adult female that has had a calf (or two, depending on regional usage) is a cow.	27	29
called	STATIVE	A young female that has had only one calf is occasionally called a first-calf heifer.	58	63
called	STATIVE	In North America, draft cattle under four years old are called working steers.	56	61
results	DYNAMIC	Improper or late castration on a bull results in it becoming a coarse steer known as a stag in Australia, Canada and New Zealand.	38	44
called	STATIVE	"* A castrated male (occasionally a female or in some areas a bull) kept for draft purposes is called an ox (plural oxen); ""ox"" may also be used to refer to some carcass products from any adult cattle, such as ox-hide, ox-blood, oxtail, or ox-liver."	94	99
called	STATIVE	* In all cattle species, a female twin of a bull usually becomes an infertile partial intersex, and is called a freemartin.	103	108
called	STATIVE	* Cattle raised for human consumption are called beef cattle.	42	47
refer	DYNAMIC	"Thus one may refer to ""three cattle"" or ""some cattle"", but not ""one cattle""."	13	17
does	STATIVE	"Merriam-Webster, a US dictionary, recognizes the sex-nonspecific use of ""cow"" as an alternate definition, whereas Collins, a UK dictionary, does not."	140	143
called	STATIVE	"In some areas of the American South (particularly the Appalachian region), where both dairy and beef cattle are present, an individual animal was once called a ""beef critter"", though that term is becoming archaic."	151	156
called	STATIVE	"Cattle raised for human consumption are called ""beef cattle""."	40	45
called	STATIVE	"Cows of certain breeds that are kept for the milk they give are called ""dairy cows"" or ""milking cows"" (formerly ""milch cows"")."	64	69
called	STATIVE	"In some places, a cow kept to provide milk for one family is called a ""house cow""."	61	66
extracted	DYNAMIC	"Other obsolete terms for cattle include ""neat"" (this use survives in ""neatsfoot oil"", extracted from the feet and legs of cattle), and ""beefing"" (young animal fit for slaughter)."	86	94
called	STATIVE	"An onomatopoeic term for one of the most common sounds made by cattle is ""moo"" (also called lowing)."	85	90
allowed	DYNAMIC	Careful genetic selection has allowed polled (hornless) cattle to become widespread.	30	36
allow	STATIVE	These features allow cattle to thrive on grasses and other vegetation.	15	19
run	STATIVE	Democracy is a form of government in which all eligible citizens are meant to participate equallyin the proposal, development and establishment of the laws by which their society is run.	182	185
specify	DYNAMIC	The following kinds of democracy are not exclusive of one another: many specify details of aspects that are independent of one another and can co-exist in a single system.	72	78
combined	STATIVE	Many democratic socialists and social democrats believe in a form of participatory democracy and/or workplace democracy combined with a representative democracy.	120	127
refer	DYNAMIC	"Within Marxist orthodoxy there is a hostility to what is commonly called ""liberal democracy"", which they simply refer to as parliamentary democracy because of its often centralised nature."	112	116
called	DYNAMIC	Because of their desire to eliminate the political elitism they see in capitalism, Marxists, Leninists and Trotskyists believe in direct democracy implemented through a system of communes (which are sometimes called soviets).	209	214
manifests	DYNAMIC	This system ultimately manifests itself as council democracy and begins with workplace democracy.	23	31
split	STATIVE	Anarchists are split in this domain, depending on whether they believe that a majority-rule is tyrannic or not.	15	19
recognised	STATIVE	Pierre-Joseph Proudhon argued that the only acceptable form of direct democracy is one in which it is recognised that majority decisions are not binding on the minority, even when unanimous.	102	111
rules	STATIVE	Despotism is a form of government in which a single entity rules with absolute power.	59	63
comes	STATIVE	"Despot comes from the Greek despotes, which roughly means ""master"" or ""one with power"", and it has been used to translate a wide variety of titles and positions."	7	11
tends	STATIVE	Dictator has also developed nearly similar pejorative connotations, though despot and tyrant tend to stress cruelty and even enjoyment therefrom, while dictator tends to imply more harshness or unfair implementation of law.	161	165
implies	STATIVE	The term now implies tyrannical rule.	13	19
comes	STATIVE	According to Gyula Moravcsik, this title was a simple translation of Béla's Hungarian title úr, but other historians believe it comes from the ancient Greek despotes (literally, the master).	128	132
called	STATIVE	Despots ruled over parts of the empire called Despotates.	39	44
championing	DYNAMIC	"Between the two world wars, four types of dictatorships have been described: constitutional, communist (nominally championing ""dictatorship of the proletariat""), counterrevolutionary, and fascist, and many have questioned the distinctions among these prototypes."	114	124
inherited	STATIVE	After World War II, dictators established themselves in the several new states of Africa and Asia, often at the expense or failure of the constitutions inherited from the colonial powers.	152	160
seen	STATIVE	The DD index is seen as an example of the minimalist approach, whereas the Polity data series, relatively more substantive.	16	19
rules	DYNAMIC	The most general term is despotism, a form of government in which a single entity rules with absolute power.	82	86
led	STATIVE	"Totalitarian dictatorships involve a ""single party led by a single powerful individual with a powerful secret police and a highly developed ideology."""	51	53
seeks	DYNAMIC	Juan Linz argues that the distinction between an authoritarian regime and a totalitarian one is that while an authoritarian one seeks to suffocate politics and political mobilization (depoliticization), a totalitarian one seeks to control politics and political mobilization.	128	132
refer	STATIVE	"The word ""dog"" can also refer to the male of a canine species, as opposed to the word ""bitch"" which refers to the female of the species."	24	28
dates	DYNAMIC	A study of fossil dogs and wolves in Belgium, Ukraine, and Russia tentatively dates domestication from 14,000 years ago to more than 31,700 years ago.	78	82
estimated	STATIVE	In 2001, there were estimated to be 400 million dogs in the world.	20	28
shows	STATIVE	Through this selective breeding, the dog has developed into hundreds of varied breeds, and shows more behavioral and morphological variation than any other land mammal.	91	95
refer	STATIVE	"The term can also be used to refer to a wider range of related species, such as the members of the genus Canis, or ""true dogs"", including the wolf, coyote, and jackals, or it can refer to the members of the tribe Canini, which would also include the African wild dog, or it can be used to refer to any member of the family Canidae, which would also include the foxes, bush dog, raccoon dog, and others."	29	33
comes	STATIVE	"The English word dog comes from Middle English dogge, from Old English docga, a ""powerful dog breed""."	21	25
referred	STATIVE	In 14th-century England, hound (from hund) was the general word for all domestic canines, and dog referred to a subtype of hound, a group including the mastiff.	98	105
called	STATIVE	In breeding circles, a male canine is referred to as a dog, while a female is called a bitch (Middle English bicche, from Old English bicce, ultimately from Old Norse bikkja).	78	83
called	STATIVE	The father of a litter is called the sire, and the mother is called the dam.	26	31
listed	DYNAMIC	In 1753, the father of modern biological taxonomy, Carl Linnaeus, listed among the types of quadrupeds familiar to him, the Latin word for dog, canis.	66	71
listed	DYNAMIC	Among the species within this genus, Linnaeus listed the fox, as Canis vulpes, wolves (Canis lupus), and the domestic dog, (Canis canis).	46	51
recommended	STATIVE	C. l. familiaris is listed as the name for the taxon that is broadly used in the scientific community and recommended by ITIS, although Canis familiaris is a recognised synonym.	106	116
listed	DYNAMIC	Since that time, C. domesticus and all taxa referring to domestic dogs or subspecies of dog listed by Linnaeus, Johann Friedrich Gmelin in 1792, and Christian Smith in 1839, lost their subspecies status and have been listed as taxonomic synonyms for Canis lupus familiaris.	92	97
descended	STATIVE	jpg|thumb|Domestic dogs are descended from gray wolves.	28	36
inherited	DYNAMIC	Domestic dogs inherited complex behaviors from their wolf ancestors, which would have been pack hunters with complex body language.	14	22
enabled	STATIVE	These sophisticated forms of social cognition and communication may account for their trainability, playfulness, and ability to fit into human households and social situations, and these attributes have given dogs a relationship with humans that has enabled them to become one of the most successful species on the planet today.	250	256
agreed	STATIVE	Although experts largely disagree over the details of dog domestication, it is agreed that human interaction played a significant role in shaping the subspecies.	79	84
shows	STATIVE	The current consensus among biologists and archaeologists is that the dating of first domestication is indeterminate, although more recent evidence shows isolated domestication events as early as 33,000 years ago.	148	152
demonstrates	DYNAMIC	The divergence date of roughly 15,000 years ago is based in part on archaeological evidence that demonstrates the domestication of dogs occurred more than 15,000 years ago, and some genetic evidence indicates the domestication of dogs from their wolf ancestors began in the late Upper Paleolithic close to the Pleistocene/Holocene boundary, between 17,000 and 14,000 years ago.	97	108
